id,trip_duration_min,distance_km,battery_level_start,temperature_c,wind_speed,demand_index,distance_km_noisy,city_zone,scooter_model,is_weekend,rental_price,avg_price_last_week,route_complexity,driver_experience,weather_rating
0,25.599706536604938,7.44113502585982,78.51971712345113,6.128784110307299,8.680981598670629,0.8611135200614256,11.102967609567692,center,C,0,16.238355420407576,4.9857549746715835,-0.7776492757772981,6.163800261488341,3
1,57.28928685254539,8.770495472975114,,15.947497178572807,8.812506816818898,0.07833821776200667,9.426185642571692,park,A,1,6.231435922168799,3.7514136918706074,1.5877726472771438,2.5681916580565236,3
2,45.25966679962728,6.1474918379589765,31.71490052822529,26.09983679855062,3.5018652433196107,0.07257479804471079,6.285574543926964,center,A,0,8.914843394460373,2.6660930200850963,2.251649740224857,5.311525659685531,1
3,37.92621663083701,7.740659716461084,86.63437724593824,11.560209412232549,,0.8503177081575989,8.455020246542583,park,B,1,11.197729101226088,5.835958334598197,0.5673386936228191,9.418033596009769,2
4,13.581025224334008,3.8468346991157922,63.22372254322458,15.54281543814791,7.245579091588183,0.21285008603835742,7.641726322993721,suburb,B,0,0.5601820144118781,0.05821239568932232,1.6884762583717179,5.726172453143344,1
5,13.579698618491145,4.937126314003751,87.57327272721794,5.9980633140937805,3.1151229901398603,0.6687532544498137,3.446736808106579,suburb,C,0,3.3103004311825392,2.1250319252368013,0.04647106179936855,9.238344364233642,2
6,8.19459866925097,1.731881641216686,54.50413650728117,16.226962853371894,7.8292361425757235,0.5428781323608052,0.05125476281210206,center,C,0,5.333716720166505,2.258114471474062,0.49928229622688264,3.930387859948754,5
7,52.63968801762144,12.294156943043786,50.3232388306428,19.44032701592834,4.426548482604331,0.8328935948872295,11.161857648185904,center,C,1,24.27584615024714,13.130656657001083,1.0210185585810225,6.333513372887706,5
8,38.06132564587649,7.7789146985504205,93.2048586013778,19.272676343803617,,0.12508890983640353,7.827129418997262,suburb,B,1,6.549304656542503,2.008265429979734,-0.10141395208228532,8.938899739469642,4
9,43.943991778782504,15.495205513697792,40.0935414038721,13.310667304359129,7.779094067485368,0.12978296572261128,12.906548826478932,center,C,1,16.79987009466111,9.806164153743019,0.37243891365190623,5.879873116091384,4
